,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
20,RUTW240426P01385000,2024-03-18 16:20:57+00:00,1385.0,0.45,0.0,0.15,0.0,0.0,,1,2.2773480566406246,False,REGULAR,USD
21,RUTW240426P01390000,2024-03-18 17:05:03+00:00,1390.0,0.5,0.0,0.15,0.0,0.0,,1,2.2578168554687497,False,REGULAR,USD
22,RUTW240426P01400000,2024-03-26 14:43:20+00:00,1400.0,0.22,0.0,0.05,0.0,0.0,8.0,16,2.031254921875,False,REGULAR,USD
23,RUTW240426P01430000,2024-03-21 19:08:25+00:00,1430.0,0.25,0.0,0.1,0.0,0.0,,3,2.0156299609375,False,REGULAR,USD
24,RUTW240426P01435000,2024-03-22 19:04:56+00:00,1435.0,0.35,0.0,0.1,0.0,0.0,4.0,4,1.99609376953125,False,REGULAR,USD
25,RUTW240426P01440000,2024-04-12 15:40:04+00:00,1440.0,0.11,0.0,0.0,0.0,0.0,7.0,0,0.500005,False,REGULAR,USD
26,RUTW240426P01450000,2024-04-12 15:39:53+00:00,1450.0,0.1,0.0,0.0,0.0,0.0,14.0,0,0.500005,False,REGULAR,USD
27,RUTW240426P01465000,2024-03-21 19:08:29+00:00,1465.0,0.35,0.0,0.1,0.0,0.0,,4,1.8789068554687498,False,REGULAR,USD
28,RUTW240426P01470000,2024-04-02 19:08:34+00:00,1470.0,0.3,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
29,RUTW240426P01475000,2024-03-27 19:05:16+00:00,1475.0,0.3,0.0,0.0,0.0,0.0,4.0,0,0.500005,False,REGULAR,USD
30,RUTW240426P01480000,2024-03-27 14:58:13+00:00,1480.0,0.25,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
31,RUTW240426P01500000,2024-04-18 16:02:50+00:00,1500.0,0.1,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
32,RUTW240426P01525000,2024-04-01 19:05:53+00:00,1525.0,0.3,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
33,RUTW240426P01535000,2024-03-28 19:04:28+00:00,1535.0,0.3,0.0,0.0,0.0,0.0,15.0,0,0.500005,False,REGULAR,USD
34,RUTW240426P01540000,2024-04-10 14:13:47+00:00,1540.0,0.15,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
35,RUTW240426P01550000,2024-04-12 17:28:44+00:00,1550.0,0.35,0.0,0.0,0.0,0.0,4.0,0,0.500005,False,REGULAR,USD
36,RUTW240426P01555000,2024-04-11 15:48:04+00:00,1555.0,0.2,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
37,RUTW240426P01570000,2024-03-26 15:35:31+00:00,1570.0,0.48,0.0,0.1,0.0,0.0,40.0,40,1.4765651171875,False,REGULAR,USD
38,RUTW240426P01600000,2024-04-15 16:05:40+00:00,1600.0,0.32,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
39,RUTW240426P01615000,2024-04-15 13:54:07+00:00,1615.0,0.32,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
40,RUTW240426P01645000,2024-03-15 16:30:44+00:00,1645.0,2.01,0.6,0.8,0.0,0.0,,8,1.6005879345703122,False,REGULAR,USD
41,RUTW240426P01650000,2024-04-12 19:18:14+00:00,1650.0,0.85,0.0,0.0,0.0,0.0,11.0,0,0.500005,False,REGULAR,USD
42,RUTW240426P01655000,2024-04-19 18:34:52+00:00,1655.0,0.17,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
43,RUTW240426P01670000,2024-04-15 19:40:01+00:00,1670.0,0.85,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
44,RUTW240426P01675000,2024-04-12 19:50:22+00:00,1675.0,0.75,0.0,0.0,0.0,0.0,18.0,0,0.500005,False,REGULAR,USD
45,RUTW240426P01680000,2024-04-18 14:15:27+00:00,1680.0,0.3,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
46,RUTW240426P01690000,2024-04-18 14:09:54+00:00,1690.0,0.35,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
47,RUTW240426P01695000,2024-04-12 15:33:24+00:00,1695.0,0.8,0.0,0.0,0.0,0.0,34.0,0,0.500005,False,REGULAR,USD
48,RUTW240426P01700000,2024-04-23 17:16:04+00:00,1700.0,0.05,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
49,RUTW240426P01715000,2024-03-18 14:10:28+00:00,1715.0,2.45,0.5,0.75,0.0,0.0,,2,1.2626989990234374,False,REGULAR,USD
50,RUTW240426P01720000,2024-04-19 19:06:22+00:00,1720.0,0.35,0.0,0.0,0.0,0.0,30.0,0,0.500005,False,REGULAR,USD
51,RUTW240426P01725000,2024-04-19 17:06:56+00:00,1725.0,0.35,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
52,RUTW240426P01730000,2024-04-18 14:02:39+00:00,1730.0,0.62,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
53,RUTW240426P01735000,2024-03-26 18:49:33+00:00,1735.0,1.3,0.0,0.1,0.0,0.0,2.0,3,0.8808605664062499,False,REGULAR,USD
54,RUTW240426P01740000,2024-04-22 14:20:54+00:00,1740.0,0.17,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
55,RUTW240426P01745000,2024-04-18 14:07:03+00:00,1745.0,0.7,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
56,RUTW240426P01750000,2024-04-25 19:57:14+00:00,1750.0,0.05,0.0,0.0,0.0,0.0,11.0,0,0.500005,False,REGULAR,USD
57,RUTW240426P01760000,2024-04-24 13:55:40+00:00,1760.0,0.04,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
58,RUTW240426P01765000,2024-04-19 19:43:46+00:00,1765.0,0.5,0.0,0.0,0.0,0.0,25.0,0,0.500005,False,REGULAR,USD
59,RUTW240426P01770000,2024-04-24 16:22:55+00:00,1770.0,0.05,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
60,RUTW240426P01775000,2024-04-19 13:58:35+00:00,1775.0,0.68,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
61,RUTW240426P01780000,2024-04-19 19:56:11+00:00,1780.0,0.4,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
62,RUTW240426P01785000,2024-04-19 20:00:47+00:00,1785.0,0.4,0.0,0.0,0.0,0.0,27.0,0,0.500005,False,REGULAR,USD
63,RUTW240426P01790000,2024-04-25 17:40:06+00:00,1790.0,0.05,0.0,0.0,0.0,0.0,6.0,0,0.500005,False,REGULAR,USD
64,RUTW240426P01795000,2024-04-22 14:21:51+00:00,1795.0,0.4,0.0,0.0,0.0,0.0,3.0,0,0.500005,False,REGULAR,USD
65,RUTW240426P01800000,2024-04-25 19:55:43+00:00,1800.0,0.08,0.0,0.0,0.0,0.0,535.0,0,0.2500075,False,REGULAR,USD
66,RUTW240426P01805000,2024-04-22 14:08:40+00:00,1805.0,0.5,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
67,RUTW240426P01810000,2024-04-25 19:32:51+00:00,1810.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
68,RUTW240426P01815000,2024-04-22 13:30:07+00:00,1815.0,0.56,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
69,RUTW240426P01820000,2024-04-24 16:54:21+00:00,1820.0,0.05,0.0,0.0,0.0,0.0,9.0,0,0.2500075,False,REGULAR,USD
70,RUTW240426P01825000,2024-04-22 16:44:13+00:00,1825.0,0.35,0.0,0.0,0.0,0.0,13.0,0,0.2500075,False,REGULAR,USD
71,RUTW240426P01830000,2024-04-25 18:48:31+00:00,1830.0,0.08,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
72,RUTW240426P01835000,2024-04-22 13:30:07+00:00,1835.0,0.78,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD
73,RUTW240426P01840000,2024-04-25 20:02:48+00:00,1840.0,0.08,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD
74,RUTW240426P01845000,2024-04-25 19:44:24+00:00,1845.0,0.05,0.0,0.0,0.0,0.0,13.0,0,0.2500075,False,REGULAR,USD
75,RUTW240426P01850000,2024-04-25 18:48:31+00:00,1850.0,0.12,0.0,0.0,0.0,0.0,536.0,0,0.2500075,False,REGULAR,USD
76,RUTW240426P01855000,2024-04-25 19:58:49+00:00,1855.0,0.08,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD
77,RUTW240426P01860000,2024-04-24 18:36:10+00:00,1860.0,0.12,0.0,0.0,0.0,0.0,7.0,0,0.2500075,False,REGULAR,USD
78,RUTW240426P01865000,2024-04-25 18:35:47+00:00,1865.0,0.12,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD
79,RUTW240426P01870000,2024-04-25 19:41:04+00:00,1870.0,0.09,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD
80,RUTW240426P01875000,2024-04-25 18:29:52+00:00,1875.0,0.15,0.0,0.0,0.0,0.0,8.0,0,0.2500075,False,REGULAR,USD
81,RUTW240426P01880000,2024-04-25 20:01:09+00:00,1880.0,0.05,0.0,0.0,0.0,0.0,117.0,0,0.2500075,False,REGULAR,USD
82,RUTW240426P01885000,2024-04-25 18:29:49+00:00,1885.0,0.2,0.0,0.0,0.0,0.0,25.0,0,0.2500075,False,REGULAR,USD
83,RUTW240426P01890000,2024-04-25 18:30:21+00:00,1890.0,0.25,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
84,RUTW240426P01895000,2024-04-25 20:03:49+00:00,1895.0,0.13,0.0,0.0,0.0,0.0,47.0,0,0.12500875,False,REGULAR,USD
85,RUTW240426P01900000,2024-04-25 20:07:28+00:00,1900.0,0.18,0.0,0.0,0.0,0.0,26.0,0,0.12500875,False,REGULAR,USD
86,RUTW240426P01905000,2024-04-25 19:44:24+00:00,1905.0,0.22,0.0,0.0,0.0,0.0,78.0,0,0.12500875,False,REGULAR,USD
87,RUTW240426P01910000,2024-04-25 19:41:04+00:00,1910.0,0.34,0.0,0.0,0.0,0.0,117.0,0,0.12500875,False,REGULAR,USD
88,RUTW240426P01915000,2024-04-25 19:24:21+00:00,1915.0,0.37,0.0,0.0,0.0,0.0,57.0,0,0.12500875,False,REGULAR,USD
89,RUTW240426P01920000,2024-04-25 19:56:07+00:00,1920.0,0.65,0.0,0.0,0.0,0.0,180.0,0,0.12500875,False,REGULAR,USD
90,RUTW240426P01925000,2024-04-25 20:07:28+00:00,1925.0,0.7,0.0,0.0,0.0,0.0,89.0,0,0.12500875,False,REGULAR,USD
91,RUTW240426P01930000,2024-04-25 20:03:39+00:00,1930.0,1.0,0.0,0.0,0.0,0.0,85.0,0,0.12500875,False,REGULAR,USD
92,RUTW240426P01935000,2024-04-25 20:01:09+00:00,1935.0,1.58,0.0,0.0,0.0,0.0,284.0,0,0.12500875,False,REGULAR,USD
93,RUTW240426P01940000,2024-04-25 20:06:30+00:00,1940.0,2.05,0.0,0.0,0.0,0.0,76.0,0,0.062509375,False,REGULAR,USD
94,RUTW240426P01945000,2024-04-25 20:06:30+00:00,1945.0,2.62,0.0,0.0,0.0,0.0,73.0,0,0.062509375,False,REGULAR,USD
95,RUTW240426P01950000,2024-04-25 20:04:25+00:00,1950.0,3.6,0.0,0.0,0.0,0.0,90.0,0,0.062509375,False,REGULAR,USD
96,RUTW240426P01955000,2024-04-25 20:02:32+00:00,1955.0,4.42,0.0,0.0,0.0,0.0,62.0,0,0.062509375,False,REGULAR,USD
97,RUTW240426P01960000,2024-04-25 20:00:42+00:00,1960.0,5.1,0.0,0.0,0.0,0.0,72.0,0,0.062509375,False,REGULAR,USD
98,RUTW240426P01965000,2024-04-25 19:50:44+00:00,1965.0,7.73,0.0,0.0,0.0,0.0,45.0,0,0.0312596875,False,REGULAR,USD
99,RUTW240426P01970000,2024-04-25 19:56:07+00:00,1970.0,8.46,0.0,0.0,0.0,0.0,60.0,0,0.0312596875,False,REGULAR,USD
100,RUTW240426P01975000,2024-04-25 20:14:12+00:00,1975.0,10.25,0.0,0.0,0.0,0.0,41.0,0,0.015634843750000002,False,REGULAR,USD
101,RUTW240426P01980000,2024-04-25 20:14:12+00:00,1980.0,12.71,0.0,0.0,0.0,0.0,33.0,0,0.0039162109375,False,REGULAR,USD
102,RUTW240426P01985000,2024-04-25 20:14:12+00:00,1985.0,15.59,0.0,0.0,0.0,0.0,27.0,0,1.0000000000000003e-05,True,REGULAR,USD
103,RUTW240426P01990000,2024-04-25 20:00:05+00:00,1990.0,17.4,0.0,0.0,0.0,0.0,810.0,0,1.0000000000000003e-05,True,REGULAR,USD
104,RUTW240426P01995000,2024-04-25 19:31:47+00:00,1995.0,19.48,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
105,RUTW240426P02000000,2024-04-25 20:02:17+00:00,2000.0,26.1,0.0,0.0,0.0,0.0,17.0,0,1.0000000000000003e-05,True,REGULAR,USD
106,RUTW240426P02005000,2024-04-25 19:58:57+00:00,2005.0,27.87,0.0,0.0,0.0,0.0,28.0,0,1.0000000000000003e-05,True,REGULAR,USD
107,RUTW240426P02010000,2024-04-25 19:45:29+00:00,2010.0,32.67,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD
108,RUTW240426P02015000,2024-04-25 19:57:58+00:00,2015.0,36.41,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD
109,RUTW240426P02020000,2024-04-25 18:49:17+00:00,2020.0,45.42,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
110,RUTW240426P02025000,2024-04-25 19:08:54+00:00,2025.0,45.52,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD
111,RUTW240426P02030000,2024-04-25 17:44:16+00:00,2030.0,53.26,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD
112,RUTW240426P02035000,2024-04-25 18:04:31+00:00,2035.0,56.2,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD
113,RUTW240426P02040000,2024-04-25 17:52:35+00:00,2040.0,59.9,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
114,RUTW240426P02045000,2024-04-24 19:53:48+00:00,2045.0,49.9,0.0,0.0,0.0,0.0,16.0,0,1.0000000000000003e-05,True,REGULAR,USD
115,RUTW240426P02050000,2024-04-25 14:41:16+00:00,2050.0,87.08,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD
116,RUTW240426P02055000,2024-04-25 19:15:18+00:00,2055.0,72.32,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
117,RUTW240426P02060000,2024-04-25 17:44:16+00:00,2060.0,82.79,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD
118,RUTW240426P02065000,2024-04-25 15:28:54+00:00,2065.0,96.99,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
119,RUTW240426P02070000,2024-04-25 15:18:35+00:00,2070.0,106.46,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
120,RUTW240426P02075000,2024-04-24 14:43:13+00:00,2075.0,79.05,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
121,RUTW240426P02080000,2024-04-25 13:30:36+00:00,2080.0,110.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
122,RUTW240426P02085000,2024-04-25 14:13:48+00:00,2085.0,118.42,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
123,RUTW240426P02090000,2024-04-23 17:15:22+00:00,2090.0,87.02,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD
124,RUTW240426P02095000,2024-04-25 15:28:54+00:00,2095.0,126.92,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
125,RUTW240426P02100000,2024-04-19 14:11:34+00:00,2100.0,145.0,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
126,RUTW240426P02105000,2024-04-24 15:15:42+00:00,2105.0,116.25,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
127,RUTW240426P02110000,2024-04-25 13:30:36+00:00,2110.0,140.48,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
128,RUTW240426P02115000,2024-04-16 14:05:11+00:00,2115.0,154.8,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD
129,RUTW240426P02120000,2024-04-23 18:13:33+00:00,2120.0,112.59,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD
130,RUTW240426P02125000,2024-04-25 15:59:38+00:00,2125.0,154.89,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
131,RUTW240426P02130000,2024-04-23 17:41:58+00:00,2130.0,121.95,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
132,RUTW240426P02140000,2024-04-17 16:37:15+00:00,2140.0,183.91,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
133,RUTW240426P02145000,2024-04-01 13:44:58+00:00,2145.0,51.6,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
134,RUTW240426P02150000,2024-04-22 18:39:12+00:00,2150.0,171.3,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
135,RUTW240426P02155000,2024-03-25 13:56:42+00:00,2155.0,83.55,157.9,162.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
136,RUTW240426P02160000,2024-04-15 18:25:42+00:00,2160.0,182.1,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
137,RUTW240426P02175000,2024-04-05 13:32:10+00:00,2175.0,122.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
138,RUTW240426P02180000,2024-04-15 15:50:42+00:00,2180.0,181.66,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD
139,RUTW240426P02185000,2024-04-02 16:03:34+00:00,2185.0,126.0,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
140,RUTW240426P02190000,2024-04-15 19:17:16+00:00,2190.0,218.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
141,RUTW240426P02200000,2024-04-12 18:56:37+00:00,2200.0,195.77,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD
142,RUTW240426P02220000,2024-04-12 18:56:37+00:00,2220.0,215.54,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
143,RUTW240426P02230000,2024-04-10 17:48:45+00:00,2230.0,207.03,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
144,RUTW240426P02235000,2024-04-15 17:58:19+00:00,2235.0,251.34,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
145,RUTW240426P02240000,2024-04-15 17:58:19+00:00,2240.0,256.24,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
146,RUTW240426P02250000,2024-04-18 16:00:39+00:00,2250.0,281.04,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
147,RUTW240426P02270000,2024-04-17 16:04:13+00:00,2270.0,310.83,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
148,RUTW240426P02350000,2024-04-18 15:59:55+00:00,2350.0,382.23,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
149,RUTW240426P02400000,2024-04-18 15:59:14+00:00,2400.0,432.0,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
