,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
27,RUTW240426C01995000,2024-04-25 19:53:55+00:00,1995.0,6.74,0.0,0.0,0.0,0.0,38.0,0,0.0312596875,False,REGULAR,USD
28,RUTW240426C02000000,2024-04-25 20:09:16+00:00,2000.0,4.3,0.0,0.0,0.0,0.0,48.0,0,0.0312596875,False,REGULAR,USD
29,RUTW240426C02005000,2024-04-25 20:14:17+00:00,2005.0,3.12,0.0,0.0,0.0,0.0,116.0,0,0.062509375,False,REGULAR,USD
30,RUTW240426C02010000,2024-04-25 20:06:30+00:00,2010.0,1.81,0.0,0.0,0.0,0.0,90.0,0,0.062509375,False,REGULAR,USD
31,RUTW240426C02015000,2024-04-25 20:08:31+00:00,2015.0,1.58,0.0,0.0,0.0,0.0,83.0,0,0.062509375,False,REGULAR,USD
32,RUTW240426C02020000,2024-04-25 20:03:49+00:00,2020.0,0.88,0.0,0.0,0.0,0.0,76.0,0,0.062509375,False,REGULAR,USD
33,RUTW240426C02025000,2024-04-25 20:05:34+00:00,2025.0,0.55,0.0,0.0,0.0,0.0,168.0,0,0.062509375,False,REGULAR,USD
34,RUTW240426C02030000,2024-04-25 20:12:44+00:00,2030.0,0.47,0.0,0.0,0.0,0.0,69.0,0,0.12500875,False,REGULAR,USD
35,RUTW240426C02035000,2024-04-25 19:46:35+00:00,2035.0,0.43,0.0,0.0,0.0,0.0,106.0,0,0.12500875,False,REGULAR,USD
36,RUTW240426C02040000,2024-04-25 20:03:42+00:00,2040.0,0.18,0.0,0.0,0.0,0.0,40.0,0,0.12500875,False,REGULAR,USD
37,RUTW240426C02045000,2024-04-25 20:12:44+00:00,2045.0,0.22,0.0,0.0,0.0,0.0,46.0,0,0.12500875,False,REGULAR,USD
38,RUTW240426C02050000,2024-04-25 20:09:47+00:00,2050.0,0.13,0.0,0.0,0.0,0.0,45.0,0,0.12500875,False,REGULAR,USD
39,RUTW240426C02055000,2024-04-25 19:12:36+00:00,2055.0,0.17,0.0,0.0,0.0,0.0,11.0,0,0.12500875,False,REGULAR,USD
40,RUTW240426C02060000,2024-04-25 20:12:44+00:00,2060.0,0.09,0.0,0.0,0.0,0.0,38.0,0,0.12500875,False,REGULAR,USD
41,RUTW240426C02065000,2024-04-25 16:24:00+00:00,2065.0,0.11,0.0,0.0,0.0,0.0,15.0,0,0.12500875,False,REGULAR,USD
42,RUTW240426C02070000,2024-04-25 20:03:49+00:00,2070.0,0.1,0.0,0.0,0.0,0.0,6.0,0,0.12500875,False,REGULAR,USD
43,RUTW240426C02075000,2024-04-25 18:04:31+00:00,2075.0,0.09,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
44,RUTW240426C02080000,2024-04-25 17:07:14+00:00,2080.0,0.08,0.0,0.0,0.0,0.0,11.0,0,0.2500075,False,REGULAR,USD
45,RUTW240426C02085000,2024-04-24 13:31:36+00:00,2085.0,0.18,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
46,RUTW240426C02090000,2024-04-25 17:07:14+00:00,2090.0,0.08,0.0,0.0,0.0,0.0,12.0,0,0.2500075,False,REGULAR,USD
47,RUTW240426C02095000,2024-04-25 19:47:45+00:00,2095.0,0.05,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
48,RUTW240426C02100000,2024-04-25 20:04:43+00:00,2100.0,0.05,0.0,0.0,0.0,0.0,30.0,0,0.2500075,False,REGULAR,USD
49,RUTW240426C02105000,2024-04-25 19:46:35+00:00,2105.0,0.05,0.0,0.0,0.0,0.0,12.0,0,0.2500075,False,REGULAR,USD
50,RUTW240426C02110000,2024-04-24 18:42:22+00:00,2110.0,0.07,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD
51,RUTW240426C02115000,2024-04-23 19:18:10+00:00,2115.0,0.19,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
52,RUTW240426C02120000,2024-04-24 15:52:34+00:00,2120.0,0.05,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD
53,RUTW240426C02125000,2024-04-23 19:18:10+00:00,2125.0,0.16,0.0,0.0,0.0,0.0,613.0,0,0.2500075,False,REGULAR,USD
54,RUTW240426C02130000,2024-04-25 17:38:09+00:00,2130.0,0.06,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
55,RUTW240426C02135000,2024-04-16 16:05:29+00:00,2135.0,0.47,0.0,0.0,0.0,0.0,12.0,0,0.2500075,False,REGULAR,USD
56,RUTW240426C02140000,2024-04-25 17:38:09+00:00,2140.0,0.05,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
57,RUTW240426C02145000,2024-04-22 15:18:56+00:00,2145.0,0.15,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
58,RUTW240426C02150000,2024-04-24 19:53:51+00:00,2150.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
59,RUTW240426C02155000,2024-04-24 13:52:41+00:00,2155.0,0.05,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
60,RUTW240426C02160000,2024-04-11 19:49:08+00:00,2160.0,2.35,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
61,RUTW240426C02165000,2024-04-11 14:57:55+00:00,2165.0,1.71,0.0,0.0,0.0,0.0,30.0,0,0.2500075,False,REGULAR,USD
62,RUTW240426C02170000,2024-04-22 13:49:44+00:00,2170.0,0.08,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
63,RUTW240426C02175000,2024-04-23 14:10:43+00:00,2175.0,0.08,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD
64,RUTW240426C02180000,2024-04-25 19:35:10+00:00,2180.0,0.05,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
65,RUTW240426C02185000,2024-04-12 18:23:36+00:00,2185.0,0.47,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
66,RUTW240426C02190000,2024-04-18 14:13:52+00:00,2190.0,0.15,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
67,RUTW240426C02195000,2024-04-23 17:16:46+00:00,2195.0,0.06,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD
68,RUTW240426C02200000,2024-04-24 14:26:07+00:00,2200.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
69,RUTW240426C02205000,2024-04-23 17:16:46+00:00,2205.0,0.05,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD
70,RUTW240426C02210000,2024-04-19 17:17:19+00:00,2210.0,0.11,0.0,0.0,0.0,0.0,4.0,0,0.500005,False,REGULAR,USD
71,RUTW240426C02215000,2024-04-19 18:48:48+00:00,2215.0,0.05,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
72,RUTW240426C02220000,2024-04-18 14:33:10+00:00,2220.0,0.15,0.0,0.0,0.0,0.0,14.0,0,0.500005,False,REGULAR,USD
73,RUTW240426C02225000,2024-04-16 19:24:25+00:00,2225.0,0.15,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
74,RUTW240426C02230000,2024-04-16 14:32:47+00:00,2230.0,0.13,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
75,RUTW240426C02235000,2024-04-15 19:13:02+00:00,2235.0,0.1,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
76,RUTW240426C02240000,2024-04-16 18:06:54+00:00,2240.0,0.15,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
77,RUTW240426C02245000,2024-04-17 15:31:31+00:00,2245.0,0.14,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
78,RUTW240426C02250000,2024-04-18 14:52:23+00:00,2250.0,0.1,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
79,RUTW240426C02255000,2024-04-10 17:02:40+00:00,2255.0,0.22,0.0,0.0,0.0,0.0,3.0,0,0.500005,False,REGULAR,USD
80,RUTW240426C02260000,2024-04-18 18:09:00+00:00,2260.0,0.07,0.0,0.0,0.0,0.0,9.0,0,0.500005,False,REGULAR,USD
81,RUTW240426C02265000,2024-04-16 17:17:22+00:00,2265.0,0.1,0.0,0.0,0.0,0.0,9.0,0,0.500005,False,REGULAR,USD
82,RUTW240426C02270000,2024-04-22 18:36:51+00:00,2270.0,0.05,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
83,RUTW240426C02275000,2024-04-12 19:56:10+00:00,2275.0,0.13,0.0,0.0,0.0,0.0,3.0,0,0.500005,False,REGULAR,USD
84,RUTW240426C02280000,2024-04-15 15:02:19+00:00,2280.0,0.07,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
85,RUTW240426C02285000,2024-04-18 18:21:11+00:00,2285.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
86,RUTW240426C02290000,2024-04-22 18:28:35+00:00,2290.0,0.06,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
87,RUTW240426C02295000,2024-04-16 16:10:36+00:00,2295.0,0.08,0.0,0.0,0.0,0.0,6.0,0,0.500005,False,REGULAR,USD
88,RUTW240426C02300000,2024-04-23 19:30:09+00:00,2300.0,0.06,0.0,0.0,0.0,0.0,26.0,0,0.500005,False,REGULAR,USD
89,RUTW240426C02305000,2024-04-15 19:06:27+00:00,2305.0,0.09,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD
90,RUTW240426C02310000,2024-04-23 19:30:09+00:00,2310.0,0.05,0.0,0.0,0.0,0.0,44.0,0,0.500005,False,REGULAR,USD
91,RUTW240426C02315000,2024-04-23 19:18:13+00:00,2315.0,0.06,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD
92,RUTW240426C02320000,2024-04-23 13:38:56+00:00,2320.0,0.05,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
93,RUTW240426C02325000,2024-04-23 19:18:13+00:00,2325.0,0.05,0.0,0.0,0.0,0.0,18.0,0,0.500005,False,REGULAR,USD
94,RUTW240426C02330000,2024-04-19 19:50:47+00:00,2330.0,0.06,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
95,RUTW240426C02335000,2024-04-05 14:28:29+00:00,2335.0,0.4,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
96,RUTW240426C02340000,2024-04-19 17:02:34+00:00,2340.0,0.06,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD
97,RUTW240426C02345000,2024-04-22 14:18:22+00:00,2345.0,0.06,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
98,RUTW240426C02350000,2024-04-22 13:30:07+00:00,2350.0,0.09,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
99,RUTW240426C02355000,2024-03-27 18:32:35+00:00,2355.0,1.34,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
100,RUTW240426C02360000,2024-04-24 15:34:14+00:00,2360.0,0.05,0.0,0.0,0.0,0.0,8.0,0,0.500005,False,REGULAR,USD
101,RUTW240426C02365000,2024-04-22 17:52:05+00:00,2365.0,0.05,0.0,0.0,0.0,0.0,15.0,0,0.500005,False,REGULAR,USD
102,RUTW240426C02370000,2024-04-22 17:07:14+00:00,2370.0,0.06,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD
103,RUTW240426C02375000,2024-04-22 13:30:18+00:00,2375.0,0.09,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
104,RUTW240426C02380000,2024-04-19 19:07:24+00:00,2380.0,0.06,0.0,0.0,0.0,0.0,6.0,0,0.500005,False,REGULAR,USD
105,RUTW240426C02385000,2024-04-22 15:48:58+00:00,2385.0,0.05,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
106,RUTW240426C02390000,2024-04-22 16:14:16+00:00,2390.0,0.06,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
107,RUTW240426C02400000,2024-04-19 17:49:13+00:00,2400.0,0.06,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
108,RUTW240426C02405000,2024-04-11 16:51:02+00:00,2405.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
109,RUTW240426C02410000,2024-04-22 14:53:09+00:00,2410.0,0.06,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
110,RUTW240426C02415000,2024-03-20 14:53:36+00:00,2415.0,0.52,0.0,0.1,0.0,0.0,1.0,1,1.2500037499999999,False,REGULAR,USD
111,RUTW240426C02420000,2024-04-22 14:20:54+00:00,2420.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
112,RUTW240426C02425000,2024-03-21 13:50:54+00:00,2425.0,1.2,0.0,0.1,0.0,0.0,,5,1.2734411328124997,False,REGULAR,USD
113,RUTW240426C02430000,2024-04-22 14:15:57+00:00,2430.0,0.06,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD
114,RUTW240426C02435000,2024-03-21 19:30:33+00:00,2435.0,1.11,0.0,0.1,0.0,0.0,,1,1.2968785156249998,False,REGULAR,USD
115,RUTW240426C02460000,2024-04-22 15:06:12+00:00,2460.0,0.06,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
116,RUTW240426C02470000,2024-03-27 17:15:18+00:00,2470.0,0.49,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
117,RUTW240426C02500000,2024-04-03 15:04:20+00:00,2500.0,0.15,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD
